Book,Chapter,Verse,Scripture
58,10,13,Asia vithina va'ora nokhaki adani bana Cristo-ra vavajahariki 'dama kanabo'ania Deus va'ora obaira kaimoni. Vakhanina vani nahina-ra vakaabokajanariha adani.<CM>
58,10,14,"Cristo hoaranija abini'ina abono-ra va'aha'avini va'ora najahaha'oadahaki adani ija'ari, vakadihojai asohiriki ania'iki. Deus viaha vajahaka'oa'iki adani.<CM>"
58,10,15,Ma'onahai Jahaki vani haria nanokiahivini hija hida varani ka'oa hini. Deus athi kapapirania hojaki ida Ma'onahai Jahaki athi jirikia:<CI> <PI>“Hida vani hihida<CI>kodiva'iponahi ja'dini va'ora onava'isohivini hi'iki.<CI>Niha ada Deus.<CI>Onaibaviki bana hida kodiva'isohihi vava'i bodinia.<CI>Onajiriki fori hiki ida va'isohihi vava'i nakaabanahahani hiki kaimoni.”<CL>
58,10,17,"Naothinia niha'aha ada Deus:<CI><PI>“Ni-okava'ihokijanaki bana ida vakadihojai asohiriki,<CI><PI2>vakadibadani asohiriki hiki afojana.”<CL>"
58,10,18,"Hari. Deus hojai jahariki-ra anivini naothinia, ni-nahina kaimoni igitha amani ahovarijanaki hojai asohiriki aniaja kaimoni.<CM>"
58,10,19,"<TS1>Jahaki ida Deu-ra anamaakarivini<Ts>Hari ida vani oamani, oigamina. Jesus amana ahovari'iki akadimoni hini, oniani ida Ibavi Katokini Jahaka'oaki Deus kania aofinirina aokhajakosina-ra akaabokavini hija. Abini'ina vani khiorari'ia ida makari katokihi araboja hojaki Ibavi Katokini Jahaka'oaki ka'oahafiani hiki. Abini'ina, ahoki'ina vani Jesua biakarabikhaija ida bakatha fori kihiki kaja'dini Deus kaniaja, aokhajakosina-ra akaabokavini Deu-ra anamaakarija kaimoni.<CM>"
58,10,21,Hojaki ada sasidotxi kaka'da'di akadimoni hina. Ovari va'ora akadava'aki adani Deus gorana kaija'arini nama.
58,10,22,"Deu-ra anofika'oavini, avakaijokavini vani anamaakariva ada Deus. Ava'i bodini-ra najahaka'oavini, ni-akadiva'ikaabanahi haria osanijanarihi. Paha jahakia ariabono asokoki fori arihina vani jaboni Deu-ra anamaakariva."
58,10,23,Avakaijokadanokiva ida Deus haria kajoamoravini kavaranihi. Aofinirina vani vara avani'ava ida haria nava'iponivini hiki kavaranihi vahoariha vaviaha. Akajari'dariki ida Deus haria nava'iponi'imariniravini.<CM>
58,10,24,"Ariabono aakajoamorakhamava. Ariabono akanava'isohikhamavini hiva jaboni ida hoariha-ra anakaidivavini, hoariha-ra aakodiavini niha ani'a'avini jahani.<CM>"
58,10,25,Hari'a akava'ipahini'ava ida ajoronibakhiana Cristo-ra khai ani'aja kaimoni. Ija'ari vahoarahanana vakava'ipahini'iki ida. Khai akhanibakhiava akajoronikosoana. Avarigaki ida Deus ija'ari kahojai-ra naabosivini kamahini amaakari'ini.<CM>
58,10,26,"Hari. Akajonihi ida Deus athi ka'oa hini, akapoarivini naothinia, anofi'ianaki ida hojai Deua bivajaharikia akahojai'ianana, ni-hojaki akadimoni hini ida ama ahovariki, bianija kaimoni ida akadihojai asohiriki Deus viaha."
58,10,27,Deus haria akava'ijoavini-ra akajonihi; harivani ka'oa akadihojai Deua bivajahariki abosini-ra agathanihi. Jahaki ida haria napohimajavini afinivini. Deus ija'ari-ra nasohivini kamahini ija'ari nikia kahojaikia bikamithaki ida imani 'banani karaho afoha'oadaha siho kakhororoki kakaraho kabodinia.<CM>
58,10,28,"Mahi 'bo'dakari judeus kaija'aria vanaabini'iki ida ija'ari Moisés athi-ra kajoniki. Ija'ari vi'bamiki ija'ari avahoarabakosikia vara vani'aha ada vakadika'da'di:<CM>—Anoki'iki hida hihida ija'ari Deus kava'isohihi jiriki-ra naabaravini. Bikajoniki ida binaabavini — vani'aha. Ka'oa hihi ida vakadivarani, abinina vakadika'da'dia bivahonariahiha ada va'isohihi jiriki-ra kajoniki. Ni-vava'adiki ida ija'ari Moisés athi-ra kajoniki.<CM>"
58,10,29,"Nahina bana ida namithaja ija'ari Deus kaisai-ra kajoniki kania? Hi'ida ija'ari Jesus amana-ra nakaidivariki. Varani jaharikia bikanavaranihaki jaboni ada Ma'onahai Jahaki. Jesus abini'ina, amana ahovari'ini-ra va'aha'avini, binakama'daja kaimoni ida Deus kava'iponahi ja'dini, binajahaka'oaja jaboni ida vakaijokana hiki. Hari. Abinini vavahonariahiki ida ija'ari Moisés athi-ra kajoniki. Ija'ari Deus kaisai athi-ra kajonihi; kidihojai asohiriki abosini arafiahi.<CM>"
58,10,30,"Aogaki hida varani Deua bini'a'bo'da'iki:<CI><PI>“Hovani, ona'da'diabosiki bana ida.<CI>Onaabosiki ida hojai asohiriki nahina jaharikia.”<CI><PI0>Niki jaboni ida Deus athi kapapirani hoariha:<CI><PI>“Hovani, Deus,<CI><PI2>va'ora onaabosiki bana adani kodija'ari.<CI><PI>Nahina jahariki-ra vanamonahaha;<CI><PI2>nahina jahariki-ra<CI>vagathaniha.”<CI><PI0>Niha ada Deus."
58,10,31,"Jaharini arafiaki ida namithaki ija'ari Deu-ra naihamahiki kania, bigathaniki bana ida kidihojai asohiriki abosini. Hokiki ada Deus. Bikaabokaki ida hojai asohiriki-ra naabosivini.<CM>"
58,10,32,"Hari. Oigamina. Vakava'ihoki bana ida Cristo-ra avavakaijokabiininivini kari, niha ninini ida avakadimahi. Deu-ra avarigabiininivini vani vahoariha a'onira vanajaharihari'ia. Avajahariharini kaba'i, ni-vanadabaki ida avajari'darini afodanoki.<CM>"
58,10,33,"Vahoariha vada a'onira vani'avini, varani jaharikia a'onira vakanavaranihavini, a'onira vanajahariharivini jaboni. A'onivani avahoarahanana avanofija ida avaipohini vajaharihariki-ra va'ora avakajoamoravini, oniani ida a'onira vanajahariharivini hija jaboni.<CM>"
58,10,34,"Va'ora avakajoamora'iki adani cadeia vahoja'iki, va'ora avavaima'bana'iki adani. Ija'ari avakadinahina-ra visaarihahavivini kari, khai avakhanimanihi, ni-avakava'ibodikarahoki ida avakadinahina sarahi hini. Avarigaki ida avakadinahina kaidivaki arafiaki asia hojani Deus kania. Ni-visaarivini vakaabokaki ida Deus a'onira kajoamoravini hiki kidiania a'bo'da'iki.<CM>"
58,10,35,"Hari'a bana vakava'ipahini ida Deu-ra avavakaijokavini, a'onira vanajahariharivini kaba'i. Avakava'ipahinirihi; Deus kidinahina jahakia a'onira naabosivini-ra avagathanihi."
58,10,36,"Anokhavini oadani, hari'a vakava'ipahini bana ida avavakaijokavini mahija nahina Deua binofikia avakabadanivini, oniani ida Deus a'onira nava'iponivini hiki-ra avagathanivini hija bana."
58,10,37,Deus athi kapapirania hojaki hida athi:<CI><PI>“Ipohijanarihi ida mahi<CI><PI2>bivajoiki kaimoni.<CI><PI>Ni-agathinahajanariha<CI><PI2>ada joina.<CI>
58,10,38,"<PI>Deua bikapoariki ida ija'ari vakaijokana hiki,<CI><PI2>kidimahi sohika'oani<CI>bikahiki ida,<CI><PI>oniani ida kidimahi<CI><PI2>anokhomiriki-ra<CI>vahojavini hija.<CI><PI>Kodija'ari vahoariha vani adani vajoiribanira hora vakava'ipahinivini,<CI><PI2>ni-khai va'ora oni'aki.”<CI><PI0>Nihi ida Deus athi.<CM>"
58,10,39,"Ni-aajoiribanirihi, oniani ida haria anakamadarija Deus kania. Harivani, Deu-ra avakaijokavini, oniani ida haria akava'ijoavini hija bana.<CM>"
58,11,1,<TS1>Deu-ra vavakaijokaki adani ija'ari avikhananavaki<Ts>Hari. Deu-ra avakaijokahi; ava'i bodinia aogajahakihi hida nahina anokhaki Deus kania haria no'avini hiki bana. Deu-ra avakaijokahi; ava'i bodinia aogajahakihi ida nahina anoki'iariki hojani akadimoni.
58,11,2,Akadija'ari avikhananavaki Deu-ra vavakaijokavini mani ida vakadikaijokahi Deua bivajahavini bikahivini hija.<CM>
58,11,3,"Deus athi-ra dionivini vani nahina hahavi-ra namonaha'ara ada. Deu-ra avakaijokavini mani ida hahavi-ra namonahavini-ra aogavini hija. Deua binamonahaki ida nahina nokiariki, binamonahaja kaimoni ida hahavi nokiaki.<CM>"
58,11,4,"Hari. Abel Deu-ra vakaijokavini mani ida igitha abononi aha'dikia Deu-ra no'avini hija. Abea bivakaijokavini mani ida nahina bino'avini hiki jahani-ra anarafiaja. Nini vani Deua bivajahaja ida hojana hiki. Ni-jahani arafiaki ida nahina kidi'aajo, Caim oniki, Deu-ra no'avini hiki. Abea bivakaijokavini mani ida Deu-ra khai ni'aja, oniani ida makhira sohika'oaki hina Deua bikahivini hija. Abini'bo'da'ina kaba'i ada Abel, Deu-ra vakaijokavini kavaranihi asia hojaki mitha ani'aki kaimoni.<CM>"
58,11,5,"Hari. Enoque jaboni Deu-ra vakaijokaki, oniani ida Deus biavikhavini hi'ia kidiania. Abinirina vani Deua biavikha'ara ada. Ija'aria vanako'diha, ni-vakaraga'iki. Avisonina viahania Deus athi kapapirania bivava'isohihiki ada Enoque. Vakaijokana hina mani ida Deua khai bini'avini hija.<CM>"
58,11,6,"Aogaki ida Deu-ra avakaijokaravini oadani, ni-akaabokaki ida Deus va'i-ra khai ani'avini. Deua bihonariaki ida ija'ari kidiania maakarini-ra nofiki Deus hokiki-ra kajari'daravini. Deua bihonariaki ida ija'ari nofina hiki nako'dina hina Deua binaabosivini-ra kajari'daravini.<CM>"
58,11,7,"Hari. Noé jaboni Deu-ra vakaijokaki, oniani ida Deus kakaabanahi-ra kamithajahakivini hija. Deua binava'isohijoravini hihi ida nahina Noéa binoki'iariki namithaki kaimoni. Hari. Deus athi-ra kamithaha, binaabahi, ava'doro-ra kanamonaha'aha. Deus va'ora akava'ijoa'aha adani Noé, kidigamo, kidisai, vakadi'aboni vihiki ava'doro kabodinia vahojana. Deu-ra vakaijokavini mani ida Deu-ra vanofiriki vahararana abono-ra anivini hi'ia. Deus athi-ra naabavini mani ida Noé Deu-ra vanofiriki vajaharina-ra nanokiavini hi'ia. Noé Deu-ra vakaijokavini mani ida makhira sohika'oaki hina bikahivini hija.<CM>"
58,11,8,"Hari. Abraão Deu-ra vakaijokavini mani jaboni ida athi binaabavini hija. Deua bibaranahaha ada Abraão arabo hoariha okhana. Deua binava'iponiki ada arabo bino'avini hiki kaimonia. Oniaroa, biogaravini kaba'i ida arabo bianikhahaki kaimoni, arabo bivahojaki kania ajihi'aha ada Abraão.<CM>"
58,11,9,"Hari. Okha'aha, akhano'aha, hoja'aha. Ni-jorakia Deua bino'aki araboa. Kidiarabo fori hirihi ida arabo. Kaba'i, Deu-ra vakaijokaha. Makari kagorahi bodinia ibavi'aha. Kidisai Isaque, kidihanodi Jacó jaboni vaibaviki makari kagorahi bodinia. Deus va'ora nava'iponivini hiki jaboni hida hihida arabo vakadimoni hini. Ni-vagathani'iaki kaho.<CM>"
58,11,10,"Asia Abraãoa bivakaijokaha, binaviahanokhahaha'oadahahi ida akhanona sidaji a'bo'daki Deua binamonaha'ikia. Hojahaha'oadahaki bana ida sidaji Abraãoa bianikhaki.<CM>"
58,11,11,"Abraãoa bivakaijokavini mani ida Sara-ra vaisa'avini-ra kaabokavini hija. Kidigamoa ni-bikaabokaki ida isai-ra namonahavini. Na'arihavi vihina kaba'i, bikajari'darihi ida Deus kava'iponahi namithani vakadiania, oniani ida isai-ra vanamonahavini hi'ia.<CM> Abinihana amaakari'ini kaba'i ada Abraão, kidiania vanamitharonisiagaki adani ija'ari vâipohiki. Boviri ipohina fori vihiki adani. Kaasi 'ba'dani ipohini fori vihiki adani. Ni-ija'aria biogaki ida nihafori vihina vaipohina.<CM>"
58,11,13,"Hari. Vavakaijokavini oadani vaabinihanana'aha adani ija'ari va'ora vara ovani'a'iki. Vaabini'ina kaba'i, ni-vagathani'iaki kaho ida hahavi Deus va'ora nava'iponivini hi'iki. Vava'i bodinia napaja fori hikia avanoki'ihi ida Deus va'ora nava'iponivini hi'iki, khai vani'ahi ida nahina vanoki'iki. Vaabinirina oadani vakhaniha:<CM>—Anokhava ida arabo akaikahina Deus haria kaibavijahahijoravini hi'iki. Akadiarabo ka'oa hirihi hida hihida arabo. Ija'ari kaaraboriki fori arihiki hari hidiaja — vakhaniha."
58,11,14,Ija'ari nikia vakavaraniki haria vanava'isohijahakiki arabo vakadimoni ka'oa-ra vanako'dihavini. Ni-vakava'ibodivaranibakhiaki afojana ida arabo vanahojaha'iki vajoiribanira kaimoni. Arabo vanahojaha'iki-ra vanofi'ianara vaha; vajoina-ra vakaabokamaniha vaha.<CM>
58,11,16,"Vahokina oadani vanofi'iki ida arabo jahani arafiaki nama Deus kania vavahojaki kaimoni. Ni-Deua bikaipahiki ida ija'ari nikia vakavaraniki, vakadiDeus hina vakahivini, oniani ida sidajia va'ora kaibavijahahivini hija.<CM>"
58,11,17," Hari. Abraão Deu-ra vakaijokavini mani ida kidisaia Deu-ra kanava'igakamarivini hija. Oniaro kari Deua bikaijo'aki ada Abraão. Deus Abraão-ra nava'iponivini hiki kidisai Isaque kania vanamitharonisiagaki adani Abraão kahanodi. Deua bini'a'bo'da'aha: (-)<CM>—Abraão, va'ora oanaipohiki bana adani Isaque kahanodi vanamitharonisiagaki, kadaija'ari vihira kaimoni — Abraão-ra nava'iponi'aha. Deua binava'iponivini kaba'i ada Abraão, kidisai hoarana-ra va'ahavini hiki igitha abiniki fori hina. Ija'ari igitha Deu-ra no'avini vani fori hija ida Abraão kidisai-ra naabinikamarivini."
58,11,19,Abraão abono-ra ni'aha:<CM>—Deua bikaabokaki ida kodisai Isaque-ra anahokivini onaabinivini naothinia — niha. Nini vani namithaja ida kidiania. Abraãoa bigathani'aha ada kidisai hokina. Abini'iki fori hiki ada.<CM>
58,11,20,"Hari. Isaque jaboni Deu-ra vakaijokaki, oniani ida varani jahakia kidisai Jacó, Esaú vihiki-ra va'ora vara ni'avini hija, va'ora nava'isohijoravini hihi ida nahina jahaki Deua binanamithaki kaimoni vakadiania.<CM>"
58,11,21,"Hari. Jacó jaboni Deu-ra vakaijokaki, oniani ida abinihana amaakarini viahania varani jahakia José kaisai vi'bamiki-ra va'ora ni'avini hija, Deus va'ora kajoamora'bamakhamara kaimoni. Deu-ra kanamasivi'aha ada Jacó kididadahi ava abono-ra nadadavini-ra gathi'aha.<CM>"
58,11,22,"Hari. José jaboni Deu-ra vakaijokaki, oniani ida namithaki kaimoni-ra vara vani'ajoravini hija. Kidivarani ida Egito kaarabonia Israel kaija'ari vanamitharonisiagaki vikhaonanina kamahini. Abinina amaakarini viahania Joséa bivahonariahijoraki ida vikhaonanina kamahini jarona vavikhaonanivini jaboni.<CM>"
58,11,23,"Hari. Moisés kaabi'i, kaamia vihiki Deu-ra vavakaijokaki jaboni, oniani ida Moisés 'banana naothinia masiko ahoarabakosikia avanahojavini hija. Oniaro kari Faraóa bivahonariahi'iki ida makhira isani vaitxanava vaabinihahavina. Moisés kaabi'ia vanokiki ida vakadisai nokiana jahani. Ni-vifiniki ida Faraó athi-ra vakajonivini. Vavakaijokaki ida Faraó Moisé-ra naabinivini Deua biva'aharavini.<CM>"
58,11,24,"Hari. Moisés jaboni Deu-ra vakaijokaki, oniani ida karaho'ina Faraó kaisai isanini hina ija'aria vakahivini-ra kajonivini hija.<CM>"
58,11,25,Binofiki ida jahariharina Deus kaija'ari vakadiania. Ni-binofiki ida hojai asohiriki-ra khai ni'avini hokina oadani.<CM>
58,11,26,"Moiséa bikava'ibodivaraniki ida jahaki kidimoni ogarahi hina, Cristo ogarahi hina fori hina bana. Ni-binofiki jaboni ida nahina hahavi kaidivani arafiaki Egito kaarabonia hojaki-ra vahojavini. Bikava'ibodivaranibakhiaki ida kidihojai asohiki abosini, nama Deua bikaibavijahahijoravini hiki.<CM>"
58,11,27,"Moiséa bivakaijokavini mani ida Egito kaarabonia ai nihana hi'ia. Ni-bifiniki ida arabo kaka'da'dinia bikaihamahivini. Moiséa binokiki fori hiki ada Deus nokiariki, oniani ida Egito kaarabonia joiribanina-ra nofiravini hija.<CM>"
58,11,28,"Deu-ra vakaijokavini mani ida Moisés Páscoa kaihinikani biinini-ra nakama'davini hija. Va'ora honariaha adani Israel kaija'ari vagorana kaathania baniniaja ovilia amana-ra varavisorarivini, ma'onahai ija'ari-ra naabiniki va'ora naabinirara kaimoni adani ija'ari vakadisai ahivaja'i makhira isani.<CM>"
58,11,29,"Hari. Deu-ra vakaijokavini mani ida Moisés 'Dako Nadaraki onikia avikafianina Israel kaija'ari va'ora honariavini hija. Avikafiani'aha arabo foraki namania vaadaha'ina. Egito kaaraboni kasorarani va'ora avanajoikahifianivini va'ora vakaijo'aha. Ji'binijoraki'ihi ida paha, avahidanahahavi'aha.<CM>"
58,11,30,"Hari. Israel kaija'ari Deu-ra vavakaijokavini mani ida 7 mahi ipohini mahi hoarahanana Jericó sidajia va'ora naadaharibanaonija, oniani ida sidaji kavasiribanini kaja'dini na'bahaki-ra anaadarinaija.<CM> Oniaro kari Raabe jaboni Deu-ra vakaijokaki, oniani ida Deu-ra vakajoniki vaabini'ina Raabe-ra anaani'ia. Makhira-ra odoradoraoniki ida Raabe. Deu-ra vakaijoka'avini mani ida arabo anavanavanahaoniva abono vi'bamiki-ra va'ora gathanijahakivini hija, oniani ida ava'aihotana va'ora kakodiavini hija.<CM> Series([], )"
58,11,32,"Hari. Vahojaki adani ija'ari vahoariha Deu-ra vavakaijokaki. Onofirihi hida oathi-ra ona'oadavini, oniani ida Gideão, Baraque, Sansão, Jefté, Davi, Samuel, Deus athi namoniva abono vahoariha varani vihina-ra vara ovani'aravini hija.<CM>"
58,11,33,"Ija'ari vahoariha mahi 'bo'dakari Deu-ra vavakaijokakia bada vani'aki ida badani danoki ipohiki. Deu-ra vavakaijokavini mani ida arabo hoariha kaija'arini-ra va'ora vidafiavini hija, vakadiarabo avanahoroavini. Deu-ra vavakaijokavini vani bada vani'aja ida binofiki, vagathaniki jaboni ida Deus va'ora nava'iponivini hi'iki. Vahoariha Deu-ra vavakaijokavini vani tapo'ija vabodi-ra vana'bo'ara adani."
58,11,34,Vahoariha vakanamokhiki jaboni ida siho kakhororoki kakaraho. Deu-ra vavakaijokavini mani ida va'ora anaihotaja tarasara fori hikia sakahi vihina. Vahoariha vadanoriki Deu-ra vavakaijokavini mani ida va'ora nadanoja. Sorara vadanoki vihi'ina vani va'ora vanihima'ara adani arabo hoariha kasorarani.<CM>
58,11,35,"Gamo jaboni Deu-ra vavakaijokavini mani ida vakadija'ari vaabini'ina naothinia avahoki'ina-ra va'ora vagathanivini hija.<CM>Hari. Vahoariha Deu-ra vavakaijokaha'oadahavini kaba'i vajaharihari'aha. Deu-ra vakava'ipahinira vaha; avaihotamaniha. Vanofirihi ida avaihotana, oniani ida dafi vihina va'ora naabini'ia. Deu-ra vavakaijoka'oamanira adani. Avigaki ida Deus va'ora anahokivini, vavahojaja kaimoni ida vakadimahi jahaki kidiania.<CM>"
58,11,36,"Ija'ari va'ora avigarahabakhiaki adani Deu-ra vavakaijokaki, va'ora vidabakhiaki adani, va'ora vidabohavini correntea, va'ora avibai'aha cadeia.<CM>"
58,11,37,"Deu-ra vanofiriki va'ora vanagahaha adani Deu-ra vavakaijokaki ja'dia.<CM>Va'ora avako'danikhamaki adani vahoariha serrotea.<CM>Va'ora vakavasa'aiki adani Deu-ra vavakaijokaki vahoariha. Deus kaija'ari vahoariha avaadahaoniki. Vakanahinarina mani ida ovilia asafi, boji asafi hiki-ra vakaimahavini hija. Vajaharihari'aha. Deu-ra vanofiriki va'ora vanaima'banakarahoki adani. Vakaaraboriki fori vihina avaadahaoni'imajaniki adani amasia, arabo namahiki hikia. Vagorana ida ja'di kahodijama'oki bodini, arabo khorahaki bodini hiki. Vajahana arafiani mani ida Deu-ra vanofiriki va'ora vakaimajahajanaravini hija vahararana vahojana.<CM>"
58,11,39,"Hari. Deu-ra vavakaijokavini mani ida varani jahakia Deus va'ora vara vani'avini hi'ia. Jiriki ida varani vihina. Kaba'i, ni-vagathani'iaki kaho ida Deus va'ora nava'iponivini hi'iki.<CM>"
58,11,40,"Deus va'ora nokhaki adani ija'ari vanamitharonisiagaki vakaijokana vihira kaimoni. Avakaijokavini-ra nokhaki jaboni ada. Deua bikava'ibodivaranijoraki ida nahina jahani arafiaki agathaniki kaimoni. Ni-binofiki ida va'oaniaro miro'a vagathanivini. Binofiki ida va'oaniaro, harivani hahavi haria najahaka'oajabanavini, hojai binofikia akahojaija kaimoni.<CM>"
58,12,1,"<TS1>Deus akadiabi'i varani hina<Ts>Hari. Hiva'oani ija'ari vaipohiki va'ora vara ovani'a'iki va'oani Deu-ra vavakaijoka'bo'da'iki adani. Ari'oaria vahojaribanaoniki fori vihiki adani vada haria vani'aribanaoniki. Haria vahonariavini Deu-ra avakaijokavini, aki'darahaki fori arihina. Hari. Ija'ari ki'darahaki fori arihiki hari, akadimahi Deu-ra avakaijokavinia. Anahojava ida nahina hahavi aki'darahana-ra nadabaki fori hiki. Akava'ipahinika'oava ida hojai asohiriki, nahina aki'darahana-ra anagithiki fori hiki. Aki'darahajorakiki fori arihiva hagihi aviaha hojaki-ra anikhahavini. Akaikahirina oadani, jokoa akava'ipahinirihi ida aki'darahana, ariabono ani'ava.<CM> Akava'ibodivaranibakhiava bana ada Jesus. Ovaria binakama'da'iki ida Deu-ra avakaijokavini. Binakaraki jaboni ida Deu-ra avakaijokaha'oadahavini akaikahirina oadani kidiania. Ava akasanakhamakia Jesu-ra avaka'itapoamisahanavini kaba'i, ni-bikava'ipahiniki ida Deu-ra vakaijokavini. Bianokinanavaki fori hiki ida abinina naothinia va'i khaii nini karaho hojaki Deus kania kidimoni hini, oniani ida ava akasanakhamakia abinina-ra kava'ibodiravini hija. Va'i-ra anaipahihikarahoki ida ija'ari nikia abiniki. Oniaro naothinia vithi'aha ada Jesus Deus pitana aniaja ka'da'di danoki kavithi ibavinia.<CM>"
58,12,3,"Vakava'ibodivarani bana ida namitha'iki Jesus kania. Hojai asohirikia vakahojaibakhiakia vanofipa'itxiriha ada Jesus, avigaraha'aha, vanaima'bana'aha, kaba'i ihamahirina bikapoari'ihi. Hari'a khai a'onira ni'ariva ida nahina jahariki namithani avakadiania. Hari'a bana Deu-ra avavakaijokavini-ra vakava'ipahini.<CM>"
58,12,4,"Cristo hojai asohiriki-ra kajonivini mani ida hojai asohirikia vakahojaibakhiakia vanaabinivini hija. Hojai asohiriki-ra avakajonivini, ni-niki namitha'iaki kaho avakadiania."
58,12,5,"Hari. Deus haria ni'avini hiki varani jahaki ava'i-ra khaii ni'aja kaimoni. Isai kaabi'i kidisai-ra nava'isohivini kavaranihi fori hiki ida Deus kavarani. Avarakava'i'birinimanija koda ida? Nihi ida athii:<CI><PI>“Kodisai, ikava'ibodivarani afojahaki bana ida Deus ira nava'isohivini hiki,<CI><PI2>kadahojai asohirini-ra<CI>kahiha.<CI><PI>Hari'a khai ira ni'ariva bana ida Deus ira<CI><PI2>kaabanivini athini.<CI>"
58,12,7,"Isai kaabi'i kidisai-ra kapatavini fori hiki ida avaimani 'banani, avava'ini rogo inini hiki. Hari'a vakajoni bana ida a'onira kapataki fori hina. Isai kaabi'i kidisai-ra ka'ojomo'ivini vani fori hija ida Deus a'onira ka'ojomo'ivini. Nini vani avaimani 'banania a'onira nanokiahira ada kidisai avihini. Ni-hojaki ida isai kidiabi'ia bikapatariki.<CM>"
58,12,8,Deus va'ora kapataki fori vihiki adani kidisai hahavi. A'onira kapatariha; ni-kidisai ka'oa avihiki. Isai kaabi'iriki fori avihihi.<CM>
58,12,9,"Akadiabi'i araboa vahojaki haria vakapatabakhiaki, hojai vavajahariki-ra akava'ipahinija kaimoni. Haria vakapatavini mani ida va'ora afinivini hija. Jahaki ida akadiabi'i-ra afinivini. Jahani arafiaki ida akadiabi'i nama hojaki-ra afinivini, aka'ojomo'ija kaimoni ida akadimahi jahaki-ra avahojavini.<CM>"
58,12,10,"Badara ipohiriki isai arihina oadani, akadiabi'i haria vakapatabakhiahi. Haria vakapatavini-ra vanofiha; haria vakapatamaniha. Deus haria kapataki fori arihiki hari akadihojai jahani avijavaja kaimoni, Deus kahojai jahakia akahojaija kaimoni.<CM>"
58,12,11,"Ni-avajahaki ida kapatahi arihina. Ava'i-ra namokaraki ida. Ni-khai ani'aki. Naothinia khai ani'aki ida haria vakapatavinia haria vaka'ojomo'ivini akadihojai asohika'oakia akahojaina, ava'i jahajahani jaboni.<CM>"
58,12,12,<TS1>Va'isohihi ka'oa hini hida<Ts>Hari'a avajaroni fajafajahaki fori vihi. Hari'a vakava'ipahini bana ida Deus kahagihia avaadahaki fori avihini. Avarikhani khai avaabononi vani'a. Hojai Deua bivajahakia avakahojaihi; hagihia avaadahaki fori avihihi. Vaadahaha'oadaha bana Deus kahagihi sohikia mahija avakadiadahai-ra avanadanovini. Oniani ida ava'damani-ra kanatonorohaki fori kanihajanarija.<CM>
58,12,14,Avaabononi vakanava'ijahajahakhama bana vahoariha khama. Hojai Deua binofikia vakahojai bana mahija avakadimahi kidimoni hivini. Nirihi ida avakadimahi; ni-Deu-ra avanokiki bana.<CM>
58,12,15,Avaabononi avakava'igairi bana mahija Deus a'onira kajoamoravini-ra avakava'ipahiniravini. Avaabononi avakava'igairi afohanana bana jaboni mahija hoarani kapahasa fori hiravini. Hari'a vava'aha bana ida kapahasa fori hiki avijavani avakadiania. Hojahi ida kapahasa fori hiki avakadiania; ija'ari vaipohiki-ra najaharihi.<CM>
58,12,16,"Avaabononi avakava'igairi bana mahija Esaú fori avihiravini. Ovari gamo-ra odoraoniki ada. Ni-binakaidivaki jaboni ida Deua bino'avini hi'iki. Esaúa bianaabosiki ida kidiabi'i kanahina bivahojaki pitani karaho 'bai bavi hoarani binaji'binikia. Isai ahivaja'i gahinana kaimoni ida kidiabi'i kanahina pitani karaho.<CM> Avarigaki ida Esaú varani hina. Kidiabi'i kanahina-ra anaabosi'avini naothinia binofi'ianahi ida gahina'ianana. Ni-bikaragaki ida abosini joiribanini niha ninini. Asarana abono-ra ka'da'digariavini kaba'i, ni-bikaabokaki ida gahina'ianana.<CM>"
58,12,18,"<TS1>Israel kaija'ari avikhananavaki Deu-ra vanamaakari'iki<Ts>Hari. Oigamina, Israel kaija'ari avikhananavaki fori avihirihi. Va'oaniaroa vanamaakari'iki ida nahina nokiaki, kamithavahaki, kaabadavahaki. Vanamaakariki ida monte Sinai. Vakanokiki ida siho kakaraho kakhororoki arabo namahiki namanija. Vanokiki jaboni ida bakibakini karaho, bahi banabanahaki hiki. Vakamitha'iki ada bahi katararahi."
58,12,19," Vakamithaki jaboni ida trombeta ithoni 'baraki, Deus vara nina hiki jaboni. Athia va'ora honariaha: (-)<CM>—Ni-anofipa'itxiki ida Deus vara nina-ra akamitha'ianavini — vakhaniha vaimahidakaraho'ina. Va'ora naimahidakaraho'ihi ida vanoki'iki, oniani ida Moisés abono-ra ni'avini hija:<CM>—Ojarona tharararaki ho oimahidakaraho'ina — niha.<CM> Series([], )"
58,12,22,"Hari. Va'oaniaro fori arihirihi. Harivani Deu-ra anamaakarihi; ni-anokiki ida va'ora naimahida'iki. Harivani anamaakarija ida arabo namahiki monte Sião oniki Deus kania nama hojaki. Anamaakariki jaboni ida sidaji. Deus ija'ari-ra nahokiki kasidaji ida. Jerusalém ka'oa hini nama hojaki ida. Oniaja vaibaviki adani Deus ibavi kaija'arini vâipohiki. Ni-rajomavahaki ida vâipohina.<CM> Va'ora anamaakari'iki jaboni adani Deus kaisai vajoroniki. Khai vakhani'ahapikiki adani. Deus kaisai ahivaja'i hahavi adani. Vaonina jiriki hojaki nama Deus kania. Anamaakariki jaboni ada Deus. Ovari ija'ari hahavi nasohiva abono ada. Va'ora anamaakariki jaboni adani ija'ari vajahaki vaabini'iki, avahoki'ina Deus va'ora najahaka'oa'iki.<CM>"
